amp,motor_temp,ambient_temp,vib_x,vib_y,vib_z,timestamp,motor_id,operating_hours,status
0.044,28.96,31.17,-0.955,0.875,2.0,2026-05-15 17:10:00,MTR-03,3910,Normal
0.0,30.02,31.17,2.0,0.635,1.431,2026-05-15 17:15:00,MTR-01,2710,Normal
0.065,29.31,31.21,-1.438,-0.444,-0.021,2026-05-15 17:20:00,MTR-02,3698,Normal
0.165,29.53,31.26,-1.344,0.781,2.0,2026-05-15 17:25:00,MTR-01,3278,Normal
0.0,29.17,31.21,2.0,1.025,2.0,2026-05-15 17:30:00,MTR-02,3764,Normal
0.083,30.13,31.17,0.211,-0.564,0.065,2026-05-15 17:35:00,MTR-01,4756,Normal
0.0,29.26,31.21,-2.0,0.049,1.84,2026-05-15 17:40:00,MTR-03,4813,Normal
0.022,30.02,31.21,-0.491,0.998,2.0,2026-05-15 17:45:00,MTR-03,1812,Normal
0.03,28.42,31.17,2.0,-0.744,-0.137,2026-05-15 17:50:00,MTR-03,3658,Normal
0.078,29.17,31.21,-2.0,-0.344,1.077,2026-05-15 17:55:00,MTR-01,1574,Normal
0.0,29.56,31.07,-1.442,0.7,2.0,2026-05-15 18:00:00,MTR-01,4490,Normal
0.004,29.19,31.31,2.0,-0.704,-0.126,2026-05-15 18:05:00,MTR-02,4366,Normal
0.026,29.31,31.12,-0.02,-0.505,0.068,2026-05-15 18:10:00,MTR-02,3340,Normal
0.083,29.28,31.21,-2.0,0.029,1.832,2026-05-15 18:15:00,MTR-02,4470,Normal
0.096,28.94,31.12,2.0,0.378,1.135,2026-05-15 18:20:00,MTR-02,1925,Normal
0.0,29.17,31.17,2.0,-0.604,-0.052,2026-05-15 18:25:00,MTR-03,1362,Normal
0.017,29.31,31.21,-2.0,-0.479,0.05,2026-05-15 18:30:00,MTR-01,1261,Normal
0.0,29.15,31.26,-0.406,0.996,2.0,2026-05-15 18:35:00,MTR-01,3176,Normal
0.017,29.6,31.21,2.0,0.958,1.909,2026-05-15 18:40:00,MTR-03,4466,Normal
0.0,29.31,31.26,0.615,-0.573,0.027,2026-05-15 18:45:00,MTR-03,3252,Normal
0.044,29.58,31.31,-2.0,-0.213,1.45,2026-05-15 18:50:00,MTR-01,1223,Normal
0.009,30.2,31.21,-1.742,0.562,2.0,2026-05-15 18:55:00,MTR-03,2985,Normal
0.039,29.6,31.26,2.0,-0.365,0.155,2026-05-15 19:00:00,MTR-03,3825,Normal
0.0,29.31,31.21,-2.0,-0.468,-0.058,2026-05-15 19:05:00,MTR-03,4165,Normal
0.0,28.9,31.26,-2.0,-0.472,0.666,2026-05-15 19:10:00,MTR-01,3466,Normal
0.0,29.35,31.4,1.451,1.105,2.0,2026-05-15 19:15:00,MTR-01,4379,Normal
0.0,29.03,31.31,2.0,0.263,0.951,2026-05-15 19:20:00,MTR-03,4607,Normal
0.0,29.53,31.26,-0.718,-0.448,0.027,2026-05-15 19:25:00,MTR-02,3409,Normal
0.065,29.51,31.31,-2.0,-0.212,1.454,2026-05-15 19:30:00,MTR-03,1833,Normal
0.118,29.51,31.35,-2.0,0.017,1.844,2026-05-15 19:35:00,MTR-01,4852,Normal
0.0,29.44,31.31,1.819,1.053,2.0,2026-05-15 19:40:00,MTR-02,4906,Normal
0.0,29.33,31.35,2.0,-0.693,-0.17,2026-05-15 19:45:00,MTR-01,1434,Normal
0.0,28.9,31.31,2.0,-0.709,-0.168,2026-05-15 19:50:00,MTR-02,3000,Normal
0.0,29.21,31.4,-2.0,-0.469,-0.054,2026-05-15 19:55:00,MTR-01,4250,Normal
0.0,29.35,31.35,-2.0,0.073,1.955,2026-05-15 20:00:00,MTR-01,3666,Normal
0.022,29.42,31.4,-2.0,0.108,1.982,2026-05-15 20:05:00,MTR-03,3789,Normal
0.0,30.04,31.35,1.665,1.056,2.0,2026-05-15 20:10:00,MTR-02,4620,Normal
0.0,29.51,31.31,2.0,-0.58,-0.072,2026-05-15 20:15:00,MTR-01,1495,Normal
0.022,29.15,31.35,2.0,-0.557,-0.064,2026-05-15 20:20:00,MTR-01,1290,Normal
0.0,29.67,31.35,-0.398,-0.452,0.032,2026-05-15 20:25:00,MTR-01,1661,Normal
0.113,29.31,31.4,-0.009,-0.481,0.065,2026-05-15 20:30:00,MTR-02,1000,Normal
0.048,29.74,31.45,-2.0,-0.512,0.232,2026-05-15 20:35:00,MTR-02,2169,Normal
0.022,29.35,31.4,-2.0,0.211,2.0,2026-05-15 20:40:00,MTR-02,4878,Normal
0.078,29.6,31.49,-2.0,0.086,1.966,2026-05-15 20:45:00,MTR-03,2677,Normal
0.122,29.31,31.4,1.169,1.112,2.0,2026-05-15 20:50:00,MTR-02,3903,Normal
0.078,24.95,31.4,2.0,-0.374,0.111,2026-05-15 20:55:00,MTR-02,4348,Normal
0.052,28.94,31.45,2.0,-0.215,0.346,2026-05-15 21:00:00,MTR-01,4126,Normal
0.013,29.74,31.4,0.82,-0.571,-0.045,2026-05-15 21:05:00,MTR-03,4988,Normal
0.0,30.02,31.45,-2.0,-0.502,0.069,2026-05-15 21:10:00,MTR-03,4324,Normal
0.0,29.51,31.4,-2.0,-0.484,-0.024,2026-05-15 21:15:00,MTR-03,3913,Normal
0.035,32.73,31.54,-2.0,-0.138,1.643,2026-05-15 21:20:00,MTR-01,1239,Normal
0.022,29.4,31.35,0.164,1.08,2.0,2026-05-15 21:25:00,MTR-03,4559,Normal
0.0,29.05,31.31,-0.462,0.977,2.0,2026-05-15 21:30:00,MTR-02,3818,Normal
0.013,29.31,31.45,2.0,0.412,1.129,2026-05-15 21:35:00,MTR-03,3113,Normal
0.0,29.31,31.49,2.0,-0.693,-0.181,2026-05-15 21:40:00,MTR-02,3558,Normal
0.0,29.31,31.45,2.0,-0.683,-0.197,2026-05-15 21:45:00,MTR-02,4221,Normal
0.0,28.94,31.45,-1.188,-0.414,-0.002,2026-05-15 21:50:00,MTR-03,1101,Normal
0.0,29.24,31.49,-0.487,-0.453,0.017,2026-05-15 21:55:00,MTR-02,2349,Normal
0.065,29.83,31.45,-2.0,-0.518,0.264,2026-05-15 22:00:00,MTR-01,4320,Normal
0.052,29.67,31.49,-2.0,0.142,2.0,2026-05-15 22:05:00,MTR-01,2988,Normal
0.022,29.33,31.49,-2.0,-0.149,1.626,2026-05-15 22:10:00,MTR-01,2399,Normal
0.009,28.96,31.59,-0.821,0.884,2.0,2026-05-15 22:15:00,MTR-01,3237,Normal
0.0,28.94,31.4,2.0,0.905,1.9,2026-05-15 22:20:00,MTR-01,1235,Normal
0.03,28.87,31.45,0.834,1.093,2.0,2026-05-15 22:25:00,MTR-01,1102,Normal
0.122,33.4,31.59,2.0,0.207,0.895,2026-05-15 22:30:00,MTR-02,3152,Normal
0.0,29.08,31.54,2.0,-0.677,-0.24,2026-05-15 22:35:00,MTR-03,2719,Normal
0.0,29.26,31.59,2.0,-0.334,0.144,2026-05-15 22:40:00,MTR-01,3012,Normal
0.0,29.47,31.59,1.847,-0.656,-0.187,2026-05-15 22:45:00,MTR-01,3858,Normal
0.035,29.56,31.64,-0.971,-0.414,-0.012,2026-05-15 22:50:00,MTR-01,1310,Normal
0.0,29.24,31.59,0.795,-0.542,-0.026,2026-05-15 22:55:00,MTR-01,4775,Normal
0.022,29.33,31.64,-1.681,-0.428,-0.046,2026-05-15 23:00:00,MTR-02,1772,Normal
0.048,29.31,31.59,-2.0,-0.506,0.366,2026-05-15 23:05:00,MTR-01,1798,Normal
0.048,29.26,31.64,-2.0,-0.463,-0.044,2026-05-15 23:10:00,MTR-03,3741,Normal
0.009,29.53,31.64,-2.0,-0.484,0.709,2026-05-15 23:15:00,MTR-02,4211,Normal
0.009,29.9,31.59,-2.0,0.058,2.0,2026-05-15 23:20:00,MTR-01,4779,Normal
0.022,29.44,31.64,-2.0,-0.463,0.734,2026-05-15 23:25:00,MTR-02,2911,Normal
0.0,30.06,31.59,-2.0,-0.041,1.86,2026-05-15 23:30:00,MTR-02,1089,Normal
0.07,29.19,31.68,-2.0,-0.505,0.459,2026-05-15 23:35:00,MTR-03,2116,Normal
0.026,29.47,31.64,-2.0,-0.178,1.609,2026-05-15 23:40:00,MTR-01,1874,Normal
0.061,29.44,31.68,-1.87,0.48,2.0,2026-05-15 23:45:00,MTR-01,2781,Normal
0.07,30.94,31.73,-2.0,-0.345,1.227,2026-05-15 23:50:00,MTR-02,2502,Normal
0.022,28.9,31.59,-2.0,0.036,1.969,2026-05-15 23:55:00,MTR-03,4899,Normal
0.231,29.42,31.54,-1.779,0.522,2.0,2026-05-16 00:00:00,MTR-03,3534,Normal
0.0,29.6,31.64,-2.0,-0.374,1.164,2026-05-16 00:05:00,MTR-01,2361,Normal
0.0,29.4,31.68,-2.0,0.079,2.0,2026-05-16 00:10:00,MTR-02,1896,Normal
0.026,29.63,31.64,-1.404,0.688,2.0,2026-05-16 00:15:00,MTR-02,1162,Normal
0.0,29.72,31.68,-2.0,-0.254,1.479,2026-05-16 00:20:00,MTR-03,3997,Normal
0.026,29.81,31.73,-2.0,0.27,2.0,2026-05-16 00:25:00,MTR-02,2544,Normal
0.022,29.56,31.73,-1.091,0.775,2.0,2026-05-16 00:30:00,MTR-02,4802,Normal
0.065,29.81,31.59,-2.0,-0.285,1.411,2026-05-16 00:35:00,MTR-02,4964,Normal
0.022,29.4,31.73,-2.0,-0.033,1.891,2026-05-16 00:40:00,MTR-02,3195,Normal
0.0,29.6,31.59,-2.0,0.226,2.0,2026-05-16 00:45:00,MTR-02,4823,Normal
0.048,29.9,31.64,-2.0,-0.508,0.359,2026-05-16 00:50:00,MTR-01,1134,Normal
0.087,29.47,31.73,-2.0,-0.484,0.662,2026-05-16 00:55:00,MTR-03,4533,Normal
0.0,28.17,31.78,-2.0,-0.446,0.91,2026-05-16 01:00:00,MTR-03,2327,Normal
0.165,29.47,31.73,-1.459,-0.399,-0.055,2026-05-16 01:05:00,MTR-03,4082,Normal
0.0,29.31,31.78,-2.0,-0.447,-0.08,2026-05-16 01:10:00,MTR-02,1612,Normal
0.052,27.86,31.68,1.693,-0.602,-0.189,2026-05-16 01:15:00,MTR-03,4972,Normal
0.0,29.63,31.82,1.165,-0.534,-0.12,2026-05-16 01:20:00,MTR-01,3780,Normal
0.013,30.15,31.78,0.724,-0.496,-0.073,2026-05-16 01:25:00,MTR-01,4020,Normal
0.0,29.47,31.73,2.0,-0.191,0.311,2026-05-16 01:30:00,MTR-02,1121,Normal
0.0,28.99,31.78,2.0,-0.223,0.261,2026-05-16 01:35:00,MTR-02,3139,Normal
0.0,29.37,31.73,2.0,-0.289,0.177,2026-05-16 01:40:00,MTR-01,4983,Normal
0.022,29.63,31.73,1.072,1.053,2.0,2026-05-16 01:45:00,MTR-01,1302,Normal
0.004,29.47,31.78,1.224,1.06,2.0,2026-05-16 01:50:00,MTR-01,1107,Normal
0.022,29.67,31.82,1.111,1.073,2.0,2026-05-16 01:55:00,MTR-01,1147,Normal
0.052,30.62,31.78,-2.0,-0.104,1.799,2026-05-16 02:00:00,MTR-03,4731,Normal
0.0,29.42,31.68,-2.0,-0.188,1.654,2026-05-16 02:05:00,MTR-03,4449,Normal
0.0,29.6,31.82,-2.0,-0.326,1.315,2026-05-16 02:10:00,MTR-03,1287,Normal
0.009,29.67,31.78,-0.709,-0.387,-0.024,2026-05-16 02:15:00,MTR-02,2750,Normal
0.061,29.31,31.82,0.267,-0.439,-0.033,2026-05-16 02:20:00,MTR-03,3970,Normal
0.061,29.44,31.87,1.069,-0.511,-0.117,2026-05-16 02:25:00,MTR-01,4856,Normal
0.052,29.31,31.87,2.0,0.417,1.206,2026-05-16 02:30:00,MTR-01,2211,Normal
0.0,29.4,31.92,2.0,0.708,1.621,2026-05-16 02:35:00,MTR-01,2511,Normal
0.022,29.28,31.78,2.0,0.762,1.71,2026-05-16 02:40:00,MTR-01,4780,Normal
0.026,29.79,31.82,-1.805,0.505,2.0,2026-05-16 02:45:00,MTR-02,2505,Normal
0.091,29.76,31.87,-2.0,0.294,2.0,2026-05-16 02:50:00,MTR-01,2168,Normal
0.118,29.56,31.87,-2.0,-0.468,-0.037,2026-05-16 02:55:00,MTR-02,2165,Normal
0.03,30.41,31.92,-1.611,-0.399,-0.087,2026-05-16 03:00:00,MTR-02,3026,Normal
0.026,29.53,31.87,-0.55,-0.389,-0.014,2026-05-16 03:05:00,MTR-03,2276,Normal
0.022,29.47,31.87,2.0,0.045,0.66,2026-05-16 03:10:00,MTR-01,3572,Normal
0.0,29.67,31.92,2.0,0.658,1.588,2026-05-16 03:15:00,MTR-02,1051,Normal
0.091,29.33,31.87,1.409,1.04,2.0,2026-05-16 03:20:00,MTR-03,3115,Normal
0.07,30.04,31.82,-2.0,-0.356,1.262,2026-05-16 03:25:00,MTR-01,1801,Normal
0.004,29.67,31.78,-2.0,-0.526,0.5,2026-05-16 03:30:00,MTR-01,3489,Normal
0.035,29.31,31.92,-2.0,-0.49,0.033,2026-05-16 03:35:00,MTR-02,3300,Normal
0.113,29.69,31.92,2.0,-0.622,-0.289,2026-05-16 03:40:00,MTR-02,3039,Normal
0.157,29.65,31.87,2.0,-0.49,-0.128,2026-05-16 03:45:00,MTR-02,1675,Normal
0.048,30.11,31.92,2.0,-0.034,0.528,2026-05-16 03:50:00,MTR-01,4442,Normal
0.022,29.56,31.97,-1.666,0.554,2.0,2026-05-16 03:55:00,MTR-02,4170,Normal
0.0,30.43,31.97,-2.0,-0.029,1.952,2026-05-16 04:00:00,MTR-01,4446,Normal
0.017,29.65,31.92,-2.0,-0.471,0.838,2026-05-16 04:05:00,MTR-01,2441,Normal
0.0,29.51,31.97,1.428,-0.541,-0.219,2026-05-16 04:10:00,MTR-01,3556,Normal
0.035,31.74,31.92,2.0,-0.473,-0.108,2026-05-16 04:15:00,MTR-02,4051,Normal
0.022,29.9,31.92,2.0,0.573,1.45,2026-05-16 04:20:00,MTR-03,2599,Normal
0.039,30.41,31.97,-2.0,-0.344,1.329,2026-05-16 04:25:00,MTR-03,4211,Normal
0.009,29.67,32.01,-2.0,-0.482,-0.035,2026-05-16 04:30:00,MTR-02,1432,Normal
0.0,29.21,31.97,0.457,-0.445,-0.094,2026-05-16 04:35:00,MTR-01,4681,Normal
0.0,25.72,31.92,1.666,0.977,2.0,2026-05-16 04:40:00,MTR-01,4470,Normal
0.022,29.67,32.11,-1.729,0.518,2.0,2026-05-16 04:45:00,MTR-01,4143,Normal
0.096,29.99,32.06,-2.0,-0.465,0.904,2026-05-16 04:50:00,MTR-03,3850,Normal
0.022,29.67,32.01,2.0,-0.583,-0.329,2026-05-16 04:55:00,MTR-02,2000,Normal
0.035,29.67,31.97,2.0,0.301,1.04,2026-05-16 05:00:00,MTR-03,4951,Normal
0.052,29.76,31.97,-2.0,-0.311,1.446,2026-05-16 05:05:00,MTR-02,4050,Normal
0.035,29.76,32.11,-2.0,-0.478,-0.075,2026-05-16 05:10:00,MTR-03,4454,Normal
0.022,29.97,32.06,1.133,-0.466,-0.158,2026-05-16 05:15:00,MTR-02,2173,Normal
0.044,29.67,31.97,0.567,1.015,2.0,2026-05-16 05:20:00,MTR-03,1800,Normal
0.118,29.83,32.01,-2.0,0.118,2.0,2026-05-16 05:25:00,MTR-03,2830,Normal
0.03,29.97,32.06,-2.0,-0.538,0.304,2026-05-16 05:30:00,MTR-03,1884,Normal
0.022,29.47,32.11,2.0,-0.377,-0.032,2026-05-16 05:35:00,MTR-03,1756,Normal
0.0,29.33,32.06,1.789,0.933,2.0,2026-05-16 05:40:00,MTR-03,3232,Normal
0.022,29.72,32.15,-1.995,0.388,2.0,2026-05-16 05:45:00,MTR-01,1618,Normal
0.0,29.81,32.11,-0.046,-0.412,-0.083,2026-05-16 05:50:00,MTR-02,1386,Normal
0.07,29.72,31.97,2.0,-0.404,-0.052,2026-05-16 05:55:00,MTR-02,4992,Normal
0.083,30.08,32.11,1.634,0.957,2.0,2026-05-16 06:00:00,MTR-03,4341,Normal
0.0,29.42,32.11,-2.0,-0.54,0.259,2026-05-16 06:05:00,MTR-01,2932,Normal
0.0,30.04,32.06,-0.706,-0.357,-0.072,2026-05-16 06:10:00,MTR-03,1768,Normal
0.035,29.33,32.11,2.0,-0.562,-0.312,2026-05-16 06:15:00,MTR-01,2121,Normal
0.0,29.56,32.06,-1.94,0.408,2.0,2026-05-16 06:20:00,MTR-02,1143,Normal
0.0,29.31,32.06,-2.0,-0.494,0.769,2026-05-16 06:25:00,MTR-03,3747,Normal
0.096,29.47,32.11,-2.0,-0.377,1.205,2026-05-16 06:30:00,MTR-03,3022,Normal
0.118,29.51,32.06,-2.0,-0.465,-0.074,2026-05-16 06:35:00,MTR-02,1037,Normal
0.0,29.35,32.01,-1.354,-0.376,-0.074,2026-05-16 06:40:00,MTR-01,2008,Normal
0.022,29.99,32.06,-0.714,-0.365,-0.068,2026-05-16 06:45:00,MTR-01,3831,Normal
0.113,29.35,32.06,2.0,0.625,1.559,2026-05-16 06:50:00,MTR-03,2791,Normal
0.0,29.42,32.01,-1.737,0.51,2.0,2026-05-16 06:55:00,MTR-03,2685,Normal
0.0,29.49,32.15,-2.0,-0.524,0.122,2026-05-16 07:00:00,MTR-03,3700,Normal
0.048,29.56,32.2,2.0,0.407,1.25,2026-05-16 07:05:00,MTR-01,1613,Normal
0.091,29.35,32.11,-2.0,0.203,2.0,2026-05-16 07:10:00,MTR-02,3674,Normal
0.0,29.42,32.15,-1.918,-0.421,-0.102,2026-05-16 07:15:00,MTR-03,1306,Normal
0.026,28.94,32.01,1.546,0.961,2.0,2026-05-16 07:20:00,MTR-01,1940,Normal
0.105,29.53,32.06,-2.0,-0.284,1.513,2026-05-16 07:25:00,MTR-02,2197,Normal
0.061,29.4,32.25,2.0,-0.427,-0.129,2026-05-16 07:30:00,MTR-03,2902,Normal
0.022,28.8,32.11,0.264,0.993,2.0,2026-05-16 07:35:00,MTR-03,2164,Normal
0.07,29.6,32.25,-2.0,-0.491,0.778,2026-05-16 07:40:00,MTR-03,1529,Normal
0.0,29.67,32.15,2.0,-0.075,0.464,2026-05-16 07:45:00,MTR-02,4039,Normal
0.183,29.67,32.2,-1.406,0.645,2.0,2026-05-16 07:50:00,MTR-03,2378,Normal
0.0,29.69,32.15,-2.0,-0.508,0.02,2026-05-16 07:55:00,MTR-01,4791,Normal
0.083,29.83,32.06,2.0,0.695,1.758,2026-05-16 08:00:00,MTR-03,2562,Normal
0.048,30.02,32.2,-2.0,-0.12,1.878,2026-05-16 08:05:00,MTR-03,2810,Normal
0.022,29.42,32.25,-0.692,-0.343,-0.067,2026-05-16 08:10:00,MTR-03,4111,Normal
0.061,29.67,32.2,-0.383,0.911,2.0,2026-05-16 08:15:00,MTR-01,4026,Normal
0.131,29.97,32.34,-2.0,-0.538,0.32,2026-05-16 08:20:00,MTR-01,2696,Normal
0.131,32.28,32.25,1.994,-0.513,-0.322,2026-05-16 08:25:00,MTR-01,2522,Normal
0.0,29.88,32.2,-2.0,0.05,2.0,2026-05-16 08:30:00,MTR-02,4419,Normal
0.078,30.15,32.25,-1.11,-0.354,-0.086,2026-05-16 08:35:00,MTR-02,3754,Normal
0.022,28.6,32.29,2.0,0.05,0.672,2026-05-16 08:40:00,MTR-02,3065,Normal
0.0,29.92,32.29,-2.0,-0.522,0.088,2026-05-16 08:45:00,MTR-02,2371,Normal
0.013,30.34,32.25,2.0,-0.525,-0.315,2026-05-16 08:50:00,MTR-02,4977,Normal
0.0,29.53,32.2,-0.252,0.917,2.0,2026-05-16 08:55:00,MTR-02,1325,Normal
0.009,29.83,32.25,0.669,-0.389,-0.153,2026-05-16 09:00:00,MTR-02,3732,Normal
0.044,29.67,32.25,2.0,0.648,1.689,2026-05-16 09:05:00,MTR-02,2729,Normal
0.07,29.74,32.29,-2.0,-0.224,1.668,2026-05-16 09:10:00,MTR-03,1168,Normal
0.004,29.72,32.25,2.0,-0.267,0.085,2026-05-16 09:15:00,MTR-02,2114,Normal
0.07,29.99,32.29,-1.686,0.518,2.0,2026-05-16 09:20:00,MTR-03,1408,Normal
0.0,30.15,32.29,-1.811,-0.419,-0.106,2026-05-16 09:25:00,MTR-01,2609,Normal
0.022,29.99,32.25,-0.18,0.921,2.0,2026-05-16 09:30:00,MTR-03,3825,Normal
0.0,29.74,32.48,-2.0,-0.508,0.03,2026-05-16 09:35:00,MTR-03,4127,Normal
0.061,29.99,32.34,2.0,-0.473,-0.266,2026-05-16 09:40:00,MTR-02,2547,Normal
0.022,29.69,32.25,-2.0,-0.473,0.956,2026-05-16 09:45:00,MTR-01,4428,Normal
0.0,29.63,32.39,1.237,-0.443,-0.257,2026-05-16 09:50:00,MTR-02,4211,Normal
0.0,29.74,32.25,1.769,0.911,2.0,2026-05-16 09:55:00,MTR-03,3571,Normal
0.0,29.33,32.34,-0.817,-0.355,-0.108,2026-05-16 10:00:00,MTR-02,2038,Normal
0.061,29.42,32.29,2.0,0.423,1.248,2026-05-16 10:05:00,MTR-03,1369,Normal
0.096,29.63,32.34,-2.0,-0.203,1.741,2026-05-16 10:10:00,MTR-02,1196,Normal
0.022,29.67,32.39,2.0,-0.039,0.484,2026-05-16 10:15:00,MTR-03,4018,Normal
0.0,29.42,32.48,-2.0,0.068,2.0,2026-05-16 10:20:00,MTR-03,4747,Normal
0.017,29.42,32.25,-0.193,-0.375,-0.104,2026-05-16 10:25:00,MTR-01,4992,Normal
0.083,29.42,32.39,-2.0,0.337,2.0,2026-05-16 10:30:00,MTR-02,1157,Normal
0.017,29.69,32.25,-0.802,-0.357,-0.102,2026-05-16 10:35:00,MTR-01,2119,Normal
0.105,29.53,32.44,-1.899,0.4,2.0,2026-05-16 10:40:00,MTR-02,2648,Normal
0.022,29.67,32.29,-0.678,-0.334,-0.07,2026-05-16 10:45:00,MTR-01,3789,Normal
0.113,29.9,32.34,2.0,0.646,1.686,2026-05-16 10:50:00,MTR-01,2741,Normal
0.0,29.56,32.25,-1.318,-0.367,-0.086,2026-05-16 10:55:00,MTR-03,1460,Normal
0.017,29.65,32.39,2.0,0.409,1.249,2026-05-16 11:00:00,MTR-03,3612,Normal
0.022,29.67,32.34,-2.0,-0.386,1.3,2026-05-16 11:05:00,MTR-02,2659,Normal
0.0,29.9,32.25,2.0,0.481,1.349,2026-05-16 11:10:00,MTR-02,2710,Normal
0.105,29.99,32.39,-2.0,-0.415,1.171,2026-05-16 11:15:00,MTR-02,2393,Normal
0.017,29.67,32.34,2.0,-0.502,-0.397,2026-05-16 11:20:00,MTR-02,3406,Normal
0.052,29.83,32.29,-2.0,-0.493,0.873,2026-05-16 11:25:00,MTR-01,3768,Normal
0.07,28.24,32.34,2.0,-0.487,-0.373,2026-05-16 11:30:00,MTR-02,3477,Normal
0.0,29.76,32.34,-1.448,0.595,2.0,2026-05-16 11:35:00,MTR-03,3782,Normal
0.017,29.6,32.29,2.0,-0.472,-0.313,2026-05-16 11:40:00,MTR-02,2891,Normal
0.022,27.88,32.34,-2.0,0.326,2.0,2026-05-16 11:45:00,MTR-03,3182,Normal
0.061,29.67,32.39,-0.034,-0.377,-0.137,2026-05-16 11:50:00,MTR-01,2000,Normal
0.152,29.69,32.39,-2.0,-0.099,1.978,2026-05-16 11:55:00,MTR-02,2492,Normal
0.004,29.31,32.34,1.965,-0.478,-0.379,2026-05-16 12:00:00,MTR-02,1423,Normal
0.122,29.67,32.39,-1.136,0.706,2.0,2026-05-16 12:05:00,MTR-02,1749,Normal
0.052,29.67,32.29,2.0,-0.383,-0.208,2026-05-16 12:10:00,MTR-03,1947,Normal
0.0,29.83,32.34,-2.0,-0.004,2.0,2026-05-16 12:15:00,MTR-02,3489,Normal
0.017,29.88,32.39,1.895,-0.47,-0.383,2026-05-16 12:20:00,MTR-02,2942,Normal
0.004,29.83,32.34,-2.0,-0.526,0.66,2026-05-16 12:25:00,MTR-02,4671,Normal
0.052,28.85,32.34,2.0,-0.327,-0.122,2026-05-16 12:30:00,MTR-03,2361,Normal
0.0,29.79,32.39,-2.0,-0.172,1.852,2026-05-16 12:35:00,MTR-02,2308,Normal
0.0,29.88,32.44,2.0,0.765,1.846,2026-05-16 12:40:00,MTR-03,3411,Normal
0.022,30.38,32.39,-2.0,-0.517,0.018,2026-05-16 12:45:00,MTR-03,3015,Normal
0.0,30.06,32.39,2.0,0.489,1.397,2026-05-16 12:50:00,MTR-01,2929,Normal
0.026,29.76,32.34,0.601,-0.389,-0.213,2026-05-16 12:55:00,MTR-01,4635,Normal
0.0,30.75,32.39,-0.68,0.827,2.0,2026-05-16 13:00:00,MTR-02,3724,Normal
0.044,30.15,32.48,-0.299,-0.359,-0.133,2026-05-16 13:05:00,MTR-01,3273,Normal
0.022,29.99,32.34,-2.0,-0.282,1.599,2026-05-16 13:10:00,MTR-01,3476,Normal
0.07,30.41,32.48,2.0,-0.451,-0.35,2026-05-16 13:15:00,MTR-01,3860,Normal
0.0,29.9,32.34,-2.0,-0.066,2.0,2026-05-16 13:20:00,MTR-02,4875,Normal
0.122,29.97,32.44,2.0,0.688,1.705,2026-05-16 13:25:00,MTR-01,2089,Normal
0.0,28.9,32.39,-2.0,-0.541,0.104,2026-05-16 13:30:00,MTR-02,4880,Normal
0.0,29.79,32.44,2.0,0.375,1.21,2026-05-16 13:35:00,MTR-03,4082,Normal
0.139,29.99,32.53,0.33,-0.39,-0.202,2026-05-16 13:40:00,MTR-01,3356,Normal
0.157,29.63,32.39,-0.394,0.88,2.0,2026-05-16 13:45:00,MTR-01,1882,Normal
0.065,29.74,32.44,-0.546,-0.35,-0.128,2026-05-16 13:50:00,MTR-01,3724,Normal
0.009,30.04,32.48,-2.0,-0.25,1.7,2026-05-16 13:55:00,MTR-01,3969,Normal
0.013,30.69,32.48,2.0,-0.482,-0.415,2026-05-16 14:00:00,MTR-01,1114,Normal
0.0,29.83,32.53,-2.0,-0.028,2.0,2026-05-16 14:05:00,MTR-01,1083,Normal
0.144,29.79,32.48,2.0,0.753,1.843,2026-05-16 14:10:00,MTR-01,2935,Normal
0.0,29.97,32.39,-2.0,-0.459,-0.067,2026-05-16 14:15:00,MTR-02,1611,Normal
0.0,29.88,32.53,0.816,0.927,2.0,2026-05-16 14:20:00,MTR-01,4962,Normal
0.083,29.69,32.48,2.0,-0.267,-0.056,2026-05-16 14:25:00,MTR-03,2617,Normal
0.0,29.53,32.34,-2.0,-0.487,1.0,2026-05-16 14:30:00,MTR-02,1663,Normal
0.035,29.72,32.53,0.178,0.939,2.0,2026-05-16 14:35:00,MTR-03,1342,Normal
0.03,29.67,32.48,-0.213,-0.358,-0.15,2026-05-16 14:40:00,MTR-03,4951,Normal
0.131,29.81,32.53,-0.866,0.777,2.0,2026-05-16 14:45:00,MTR-02,2999,Normal
0.022,28.8,32.53,2.0,-0.004,0.468,2026-05-16 14:50:00,MTR-02,3716,Normal
0.0,29.51,32.48,-2.0,-0.552,0.502,2026-05-16 14:55:00,MTR-01,1752,Normal
0.0,30.41,32.53,2.0,0.367,1.107,2026-05-16 15:00:00,MTR-02,4887,Normal
0.096,30.04,32.53,1.202,-0.41,-0.327,2026-05-16 15:05:00,MTR-01,3095,Normal
0.0,31.15,32.48,-2.0,0.322,2.0,2026-05-16 15:10:00,MTR-03,4550,Normal
0.03,30.25,32.44,2.0,-0.46,-0.474,2026-05-16 15:15:00,MTR-02,3015,Normal
0.0,30.02,32.53,-2.0,-0.473,-0.058,2026-05-16 15:20:00,MTR-03,3697,Normal
0.026,29.47,32.58,1.021,0.926,2.0,2026-05-16 15:25:00,MTR-03,1187,Normal
0.0,30.99,32.53,-0.223,-0.347,-0.151,2026-05-16 15:30:00,MTR-01,4994,Normal
0.026,29.99,32.62,-2.0,-0.551,0.518,2026-05-16 15:35:00,MTR-01,1767,Normal
